Transaction_ID,Customer_ID,Transaction_Type,Amount_Spent,Frequency,Payment_Method,Merchant_Category,Location
2662,500,Online Shopping,1008.5131471415274,17,Credit Card,Online Marketplace,Rural
2663,347,Groceries,603.2516880049237,25,Net Banking,Fuel Station,Suburban
2664,5,Groceries,1235.1350769028797,6,Credit Card,Retail Store,Urban
2665,187,Flights,805.5600530900214,29,Debit Card,Supermarket,Urban
2666,50,Fuel,404.9911853282354,26,Net Banking,Supermarket,Rural
2667,498,Fuel,1644.756044048251,2,Credit Card,Retail Store,Rural
2668,160,Hotel Stay,1254.7987372815633,16,Credit Card,Retail Store,Suburban
2669,486,Fuel,125.26495086075117,22,UPI,Local Vendors,Urban
2670,393,Fuel,1084.8291178041807,27,UPI,Luxury Goods,Urban
2671,337,Groceries,359.8156423134673,12,Cash,Supermarket,Suburban
2672,257,Electricity,1982.1979250402442,19,UPI,Fuel Station,Suburban
2673,465,Groceries,194.3566732962802,26,UPI,Online Marketplace,Rural
2674,111,Public Transport,146.53605888247458,27,Debit Card,Local Vendors,Rural
2675,455,Hotel Stay,77.30854476395612,15,UPI,Luxury Goods,Suburban
2676,345,Public Transport,1972.7133490417823,7,Cash,Supermarket,Urban
2677,314,Ride Sharing,690.0423550373682,5,Net Banking,Luxury Goods,Suburban
2678,231,Hotel Stay,311.43513843036334,14,Cash,Fuel Station,Urban
2679,464,Fuel,101.94191440342138,15,Net Banking,Local Vendors,Suburban
2680,85,Fuel,131.22422738055354,8,UPI,Online Marketplace,Rural
2681,268,Dining,1925.565109894223,14,UPI,Online Marketplace,Rural
2682,197,Groceries,994.2809206413898,19,Net Banking,Fuel Station,Rural
2683,24,Flights,985.4654080468957,22,Credit Card,Fuel Station,Suburban
2684,339,Groceries,1102.8303272388623,25,Cash,Local Vendors,Urban
2685,27,Public Transport,743.7947492856782,15,Credit Card,Local Vendors,Suburban
2686,469,Dining,1215.3316971507609,11,Cash,Fuel Station,Urban
2687,467,Electricity,1486.722162582042,11,UPI,Luxury Goods,Urban
2688,236,Groceries,919.532089687768,21,Credit Card,Online Marketplace,Urban
2689,119,Flights,31.61165578850301,11,Net Banking,Online Marketplace,Suburban
2690,61,Fuel,1963.268027398398,4,UPI,Supermarket,Urban
2691,184,Flights,886.6998835940193,11,UPI,Retail Store,Urban
2692,446,Online Shopping,590.6339030534234,5,Debit Card,Online Marketplace,Urban
2693,222,Public Transport,374.52662465298096,7,Debit Card,Supermarket,Urban
2694,113,Fuel,999.6716894758584,6,Debit Card,Supermarket,Suburban
2695,23,Fuel,70.45150171547652,5,Net Banking,Supermarket,Suburban
2696,138,Electricity,1986.4518524992573,29,Debit Card,Fuel Station,Rural
2697,216,Electricity,1465.837939208305,3,Cash,Retail Store,Rural
2698,20,Flights,481.6578179633524,20,UPI,Online Marketplace,Rural
2699,163,Electricity,993.8367899007434,4,Debit Card,Online Marketplace,Urban
2700,363,Ride Sharing,97.51436646461553,2,UPI,Fuel Station,Rural
2701,458,Hotel Stay,1134.3510129123042,5,Debit Card,Local Vendors,Urban
2702,291,Hotel Stay,1492.807697545077,14,Credit Card,Luxury Goods,Suburban
2703,354,Groceries,870.8633633696703,10,Cash,Luxury Goods,Suburban
2704,187,Ride Sharing,1524.9923480000782,6,UPI,Retail Store,Rural
2705,298,Online Shopping,636.8005746712462,5,Cash,Online Marketplace,Rural
2706,248,Online Shopping,642.692262136011,5,Cash,Online Marketplace,Suburban
2707,84,Online Shopping,119.11678848538428,13,Credit Card,Luxury Goods,Rural
2708,144,Ride Sharing,1005.3232864064785,21,Cash,Online Marketplace,Rural
2709,57,Public Transport,223.68145359502336,16,UPI,Retail Store,Urban
2710,3,Hotel Stay,550.4887360198336,16,Credit Card,Fuel Station,Rural
2711,319,Hotel Stay,1060.0933325983785,7,Cash,Retail Store,Suburban
2712,309,Ride Sharing,326.21070788950374,5,UPI,Luxury Goods,Urban
2713,243,Public Transport,945.9845728962479,10,Debit Card,Luxury Goods,Rural
2714,346,Public Transport,1919.6576242235658,2,Cash,Luxury Goods,Urban
2715,324,Dining,647.280712893766,3,Cash,Supermarket,Suburban
2716,87,Ride Sharing,1876.9522699228262,24,Net Banking,Fuel Station,Urban
2717,68,Groceries,135.43694782602645,2,Net Banking,Supermarket,Suburban
2718,372,Electricity,266.52575179328755,16,Credit Card,Fuel Station,Suburban
2719,325,Dining,716.1948247594763,12,Debit Card,Local Vendors,Urban
2720,379,Online Shopping,1576.7362252121095,1,Credit Card,Luxury Goods,Rural
2721,334,Flights,503.6912804990541,9,Cash,Supermarket,Suburban
2722,342,Dining,1160.6596458803806,13,Net Banking,Online Marketplace,Suburban
2723,62,Dining,845.3080592059019,6,UPI,Fuel Station,Rural
2724,7,Groceries,1766.486332162054,9,Debit Card,Local Vendors,Suburban
2725,286,Online Shopping,948.8449205366878,18,Cash,Fuel Station,Rural
2726,179,Groceries,1080.525631377827,15,UPI,Retail Store,Rural
2727,490,Flights,986.7341334437829,27,Credit Card,Online Marketplace,Rural
2728,360,Fuel,1981.1872737796746,25,Debit Card,Luxury Goods,Urban
2729,302,Groceries,971.6401013181534,7,Debit Card,Retail Store,Rural
2730,240,Electricity,415.87581473635953,12,Debit Card,Retail Store,Urban
2731,467,Fuel,1080.7913242173295,25,Credit Card,Retail Store,Rural
2732,270,Online Shopping,1051.8434896454464,25,Credit Card,Fuel Station,Rural
2733,258,Hotel Stay,1644.300145335547,24,Debit Card,Retail Store,Suburban
2734,388,Electricity,978.0523785476724,7,Debit Card,Retail Store,Suburban
2735,289,Public Transport,245.18464294698455,18,Debit Card,Local Vendors,Urban
2736,466,Dining,605.0237369666904,2,Cash,Online Marketplace,Urban
2737,216,Fuel,1664.9614599289198,8,Net Banking,Local Vendors,Rural
2738,230,Fuel,1963.9868018365914,25,UPI,Fuel Station,Suburban
2739,344,Dining,522.2146675317309,10,Net Banking,Luxury Goods,Rural
2740,318,Hotel Stay,1710.1471374047076,12,Credit Card,Fuel Station,Rural
2741,312,Hotel Stay,390.4869328119053,16,Net Banking,Online Marketplace,Rural
2742,1,Electricity,343.235194061498,4,UPI,Supermarket,Rural
2743,96,Electricity,890.2191049470108,17,Net Banking,Supermarket,Suburban
2744,361,Online Shopping,680.0098473766312,5,Cash,Online Marketplace,Rural
2745,202,Fuel,505.066807216516,12,Net Banking,Luxury Goods,Suburban
2746,245,Groceries,1820.8878099925248,11,Net Banking,Local Vendors,Urban
2747,346,Dining,1277.1134550661302,18,Net Banking,Local Vendors,Suburban
2748,87,Groceries,962.4514695102105,29,Cash,Luxury Goods,Rural
2749,109,Public Transport,1591.6012480745621,15,UPI,Fuel Station,Suburban
2750,270,Dining,645.612009515289,5,Debit Card,Online Marketplace,Urban
2751,151,Groceries,258.3830738548421,27,Cash,Online Marketplace,Suburban
2752,266,Electricity,293.118733089093,4,Debit Card,Supermarket,Urban
2753,331,Groceries,1706.2506842282482,5,Cash,Online Marketplace,Urban
2754,345,Electricity,1778.514173054308,23,Debit Card,Local Vendors,Urban
2755,130,Ride Sharing,204.23607547332148,4,Credit Card,Retail Store,Urban
2756,188,Flights,704.2165492951256,23,Debit Card,Luxury Goods,Urban
2757,134,Ride Sharing,675.1132632316821,14,Cash,Supermarket,Urban
2758,239,Electricity,1506.0551707460716,7,Debit Card,Retail Store,Urban
2759,110,Hotel Stay,45.74147207599596,21,Cash,Fuel Station,Suburban
2760,39,Hotel Stay,451.1704578567872,13,Net Banking,Online Marketplace,Suburban
2761,44,Groceries,346.3715735900459,21,Net Banking,Local Vendors,Rural
2762,181,Hotel Stay,1118.1373218023334,18,UPI,Local Vendors,Rural
2763,376,Online Shopping,1045.423926871467,29,UPI,Local Vendors,Rural
2764,336,Electricity,1515.6596465129296,3,UPI,Supermarket,Urban
2765,453,Public Transport,1354.7554143114353,21,UPI,Online Marketplace,Urban
2766,494,Flights,361.93459431093845,3,UPI,Fuel Station,Rural
2767,325,Ride Sharing,983.3733780373029,6,Debit Card,Fuel Station,Rural
2768,469,Online Shopping,573.0878319095714,18,Credit Card,Local Vendors,Urban
2769,219,Hotel Stay,148.6526712811522,22,UPI,Online Marketplace,Rural
2770,245,Dining,348.942066711986,6,Credit Card,Online Marketplace,Urban
2771,92,Dining,446.3325729902176,11,Debit Card,Retail Store,Rural
2772,379,Ride Sharing,1382.986816545031,13,Credit Card,Supermarket,Suburban
2773,50,Ride Sharing,1910.6523346724734,13,Cash,Supermarket,Urban
2774,199,Electricity,208.6562610285485,24,Debit Card,Online Marketplace,Rural
2775,336,Electricity,428.20861528756046,26,Credit Card,Online Marketplace,Urban
2776,90,Public Transport,611.5055802254434,7,UPI,Supermarket,Rural
2777,281,Hotel Stay,947.5638066483663,29,UPI,Fuel Station,Suburban
2778,194,Electricity,629.7447276509677,3,Credit Card,Luxury Goods,Suburban
2779,8,Hotel Stay,665.0884092514566,11,UPI,Fuel Station,Suburban
2780,199,Groceries,817.6284473292416,28,Cash,Local Vendors,Suburban
2781,164,Groceries,1141.8768346014608,22,Cash,Supermarket,Urban
2782,328,Dining,1249.418924351247,29,Debit Card,Online Marketplace,Rural
2783,187,Dining,1543.48486534931,24,Cash,Fuel Station,Rural
2784,437,Hotel Stay,1711.272952934881,5,Debit Card,Retail Store,Suburban
2785,22,Electricity,54.629702647501155,27,Net Banking,Online Marketplace,Rural
2786,70,Ride Sharing,610.9798972511787,26,Cash,Supermarket,Urban
2787,299,Dining,1223.1861945734572,1,Credit Card,Online Marketplace,Urban
2788,497,Flights,963.981212802461,8,Cash,Fuel Station,Urban
2789,488,Ride Sharing,1708.8987164995324,2,Credit Card,Retail Store,Suburban
2790,188,Public Transport,1848.543910350624,20,Cash,Retail Store,Rural
2791,313,Public Transport,1900.6491357856253,16,UPI,Supermarket,Rural
2792,483,Groceries,1538.286052658716,9,UPI,Retail Store,Suburban
2793,429,Online Shopping,537.4340600407695,29,Net Banking,Local Vendors,Urban
2794,218,Flights,507.89102440879424,10,Cash,Local Vendors,Rural
2795,222,Fuel,1191.6205185975127,26,Debit Card,Fuel Station,Rural
2796,71,Online Shopping,1223.8823119566275,10,Debit Card,Local Vendors,Suburban
2797,444,Online Shopping,1484.498231387655,15,Net Banking,Supermarket,Suburban
2798,318,Fuel,1678.2213291357748,3,Credit Card,Local Vendors,Suburban
2799,229,Public Transport,1755.0414422021342,1,Net Banking,Retail Store,Urban
2800,156,Flights,348.42210341474447,8,Debit Card,Local Vendors,Suburban
2801,269,Groceries,900.9785086461451,21,Debit Card,Retail Store,Suburban
2802,323,Hotel Stay,1187.9884769824694,10,Credit Card,Retail Store,Urban
2803,279,Ride Sharing,1568.9392758519386,9,Net Banking,Supermarket,Urban
2804,168,Dining,1116.833808115696,3,Cash,Luxury Goods,Urban
2805,381,Public Transport,82.4229134789094,18,Debit Card,Fuel Station,Rural
2806,254,Groceries,466.40070010938194,14,Debit Card,Luxury Goods,Suburban
2807,102,Electricity,627.5485671224204,15,Cash,Online Marketplace,Suburban
2808,80,Ride Sharing,1969.0937501109577,26,UPI,Luxury Goods,Urban
2809,113,Electricity,828.8142870655769,9,Net Banking,Online Marketplace,Suburban
2810,128,Dining,1031.7345470223247,21,Cash,Luxury Goods,Rural
2811,110,Public Transport,797.2458983948821,16,Credit Card,Supermarket,Suburban
2812,286,Hotel Stay,1164.8283464193867,21,Debit Card,Retail Store,Urban
2813,246,Hotel Stay,569.6753991788546,24,Debit Card,Supermarket,Urban
2814,448,Public Transport,189.8478760543831,19,Debit Card,Online Marketplace,Urban
2815,261,Public Transport,443.81896476742753,10,Credit Card,Luxury Goods,Suburban
2816,484,Groceries,675.1582210295136,6,Net Banking,Local Vendors,Suburban
2817,115,Groceries,1620.321868411604,3,Net Banking,Fuel Station,Suburban
2818,484,Online Shopping,1072.2762117446562,7,Debit Card,Online Marketplace,Urban
2819,204,Groceries,632.4039095116404,11,Net Banking,Retail Store,Suburban
2820,244,Public Transport,1679.2956370209179,6,Net Banking,Online Marketplace,Suburban
2821,370,Hotel Stay,577.1398025210661,23,Credit Card,Local Vendors,Urban
2822,4,Dining,688.3072852546572,5,Debit Card,Supermarket,Rural
2823,485,Dining,1114.2439713432898,3,Credit Card,Retail Store,Urban
2824,374,Flights,1203.6936483293432,24,Credit Card,Fuel Station,Urban
2825,137,Fuel,625.4053810085845,14,Cash,Online Marketplace,Suburban
2826,26,Fuel,1669.1162734376992,7,Net Banking,Luxury Goods,Suburban
2827,431,Groceries,1461.8115967285053,28,Cash,Local Vendors,Rural
2828,112,Public Transport,1966.88475253979,12,Net Banking,Retail Store,Urban
2829,185,Flights,1404.85928519477,17,Credit Card,Fuel Station,Rural
2830,119,Ride Sharing,1415.074543366823,1,Net Banking,Local Vendors,Rural
2831,123,Flights,1899.6163061216114,15,Debit Card,Local Vendors,Suburban
2832,50,Dining,891.3662194666788,7,Net Banking,Supermarket,Suburban
2833,158,Groceries,200.0117825126428,24,Debit Card,Luxury Goods,Rural
2834,401,Fuel,1252.0038141942307,18,Cash,Online Marketplace,Suburban
2835,274,Hotel Stay,549.054962194215,21,Cash,Fuel Station,Rural
2836,117,Flights,382.6604888036642,9,Credit Card,Luxury Goods,Rural
2837,236,Ride Sharing,1144.1047390012775,17,Cash,Supermarket,Rural
2838,177,Dining,915.9494448681105,28,Debit Card,Online Marketplace,Rural
2839,229,Dining,1937.8795029415626,9,Debit Card,Supermarket,Suburban
2840,244,Groceries,779.8577087284957,3,Net Banking,Local Vendors,Urban
2841,321,Electricity,403.0913474826088,3,Debit Card,Supermarket,Suburban
2842,228,Fuel,382.30831006022277,13,Cash,Online Marketplace,Suburban
2843,483,Groceries,1345.0540511124912,17,Credit Card,Local Vendors,Suburban
2844,160,Ride Sharing,1450.2690835466362,9,Net Banking,Online Marketplace,Rural
2845,213,Public Transport,253.59470501200133,9,Debit Card,Retail Store,Urban
2846,202,Ride Sharing,238.9910018007577,8,Cash,Supermarket,Suburban
2847,24,Online Shopping,1955.3728429293794,19,UPI,Luxury Goods,Rural
2848,491,Online Shopping,877.8319083483084,10,UPI,Luxury Goods,Rural
2849,308,Ride Sharing,1099.832256128389,6,Cash,Retail Store,Urban
2850,311,Ride Sharing,65.22751669154508,26,UPI,Luxury Goods,Suburban
2851,25,Online Shopping,1683.5281546199885,21,Net Banking,Supermarket,Suburban
2852,374,Groceries,1231.6896103181405,6,Debit Card,Luxury Goods,Suburban
2853,16,Flights,449.5100271558781,12,Net Banking,Fuel Station,Suburban
2854,202,Online Shopping,683.1802632557716,25,Credit Card,Online Marketplace,Urban
2855,153,Ride Sharing,814.0461531461357,25,Credit Card,Retail Store,Urban
2856,371,Fuel,1243.868627217886,2,Cash,Local Vendors,Rural
2857,380,Fuel,1287.0055681456088,26,Credit Card,Luxury Goods,Rural
2858,42,Dining,17.77024307019788,8,Credit Card,Online Marketplace,Rural
2859,90,Ride Sharing,1281.3847464184064,18,Debit Card,Luxury Goods,Suburban
2860,208,Online Shopping,1621.0849476201995,28,UPI,Luxury Goods,Urban
2861,94,Groceries,1820.6453025822639,24,Credit Card,Luxury Goods,Urban
2862,162,Dining,40.32270049303199,29,UPI,Online Marketplace,Urban
2863,206,Ride Sharing,1771.7699459987448,21,Net Banking,Local Vendors,Suburban
2864,354,Hotel Stay,1523.9582294195097,24,UPI,Supermarket,Rural
2865,235,Dining,1448.3175113504217,26,Debit Card,Luxury Goods,Suburban
2866,112,Flights,240.09329397626237,24,UPI,Retail Store,Rural
2867,254,Public Transport,150.90209536143865,22,Debit Card,Fuel Station,Urban
2868,321,Online Shopping,449.3387890199821,14,Net Banking,Fuel Station,Rural
2869,279,Groceries,1311.1363925784115,6,Debit Card,Online Marketplace,Rural
2870,25,Dining,1266.7917002179959,7,Debit Card,Retail Store,Rural
2871,1,Ride Sharing,872.915783173145,7,Cash,Retail Store,Suburban
2872,23,Dining,675.5591958213071,5,UPI,Luxury Goods,Rural
2873,3,Online Shopping,1604.0254901446165,13,Credit Card,Online Marketplace,Rural
2874,45,Dining,1586.6780164545066,23,Credit Card,Luxury Goods,Urban
2875,421,Electricity,651.5732833063224,23,Credit Card,Supermarket,Rural
2876,405,Electricity,1503.7024549914368,28,Net Banking,Supermarket,Suburban
2877,171,Online Shopping,85.95022828256442,8,Debit Card,Supermarket,Suburban
2878,31,Fuel,1209.6237431269685,13,Credit Card,Retail Store,Suburban
2879,322,Dining,1401.4200155531526,26,Debit Card,Luxury Goods,Suburban
2880,333,Dining,641.2242593756778,11,Cash,Supermarket,Suburban
2881,17,Groceries,1559.4243875934978,6,UPI,Local Vendors,Suburban
2882,323,Ride Sharing,1887.2414493388055,5,Net Banking,Local Vendors,Urban
2883,40,Flights,1999.5043023498065,23,Net Banking,Online Marketplace,Suburban
2884,319,Public Transport,216.12214440426249,22,Net Banking,Luxury Goods,Rural
2885,360,Public Transport,1166.0064033169588,5,Credit Card,Local Vendors,Suburban
2886,328,Dining,1798.0904643505442,19,Debit Card,Retail Store,Suburban
2887,267,Flights,1058.2779699552323,2,UPI,Retail Store,Suburban
2888,56,Groceries,1716.6724592725736,22,UPI,Fuel Station,Suburban
2889,318,Ride Sharing,1172.9013424739142,17,Cash,Supermarket,Suburban
2890,54,Groceries,1081.3783700947968,17,Debit Card,Luxury Goods,Suburban
2891,244,Groceries,923.4432482765163,12,Debit Card,Luxury Goods,Suburban
2892,470,Groceries,1961.0890772464852,20,Cash,Local Vendors,Suburban
2893,409,Electricity,610.3272934446674,10,UPI,Online Marketplace,Rural
2894,333,Groceries,1573.9842281097967,15,Net Banking,Retail Store,Rural
2895,396,Flights,864.9495986277774,16,UPI,Retail Store,Urban
2896,8,Ride Sharing,1048.396162670446,16,Net Banking,Luxury Goods,Rural
2897,172,Fuel,1947.758367007852,27,Cash,Local Vendors,Urban
2898,186,Online Shopping,1320.102161647718,24,UPI,Fuel Station,Urban
2899,460,Hotel Stay,1685.8521572733894,27,Credit Card,Supermarket,Suburban
2900,96,Ride Sharing,1051.5302090311711,7,UPI,Retail Store,Suburban
2901,459,Groceries,1609.4401945288464,5,Debit Card,Local Vendors,Rural
2902,249,Flights,199.97819983063889,17,Cash,Online Marketplace,Urban
2903,105,Electricity,1176.3243675662495,21,Debit Card,Fuel Station,Suburban
2904,54,Public Transport,1170.5109795905298,1,Net Banking,Supermarket,Urban
2905,349,Dining,1854.8133619786574,17,Net Banking,Local Vendors,Suburban
2906,229,Hotel Stay,1745.4591265457314,25,UPI,Local Vendors,Suburban
2907,460,Hotel Stay,222.13335093574042,19,Credit Card,Online Marketplace,Suburban
2908,181,Fuel,1370.4189585332772,26,Net Banking,Supermarket,Suburban
2909,18,Groceries,1479.0087368914797,5,Credit Card,Fuel Station,Suburban
2910,187,Public Transport,733.3135115923462,10,Debit Card,Retail Store,Suburban
2911,155,Groceries,708.9992243385464,19,Debit Card,Fuel Station,Suburban
2912,203,Flights,1824.8759510616787,28,Debit Card,Fuel Station,Rural
2913,333,Electricity,63.14569130980774,12,Credit Card,Fuel Station,Rural
2914,249,Electricity,1632.8035906023963,21,Cash,Luxury Goods,Suburban
2915,189,Flights,461.18734579501705,21,UPI,Online Marketplace,Urban
2916,368,Groceries,666.2362151855114,7,Debit Card,Online Marketplace,Urban
2917,355,Dining,799.6283037568778,28,UPI,Retail Store,Rural
2918,99,Fuel,1865.1095499542107,15,Debit Card,Luxury Goods,Urban
2919,304,Flights,10.48777134507361,7,Debit Card,Online Marketplace,Rural
2920,97,Online Shopping,928.4422044573324,14,UPI,Local Vendors,Urban
2921,85,Flights,1034.1500143358155,28,Credit Card,Online Marketplace,Rural
2922,51,Fuel,1814.4201384260653,19,Net Banking,Retail Store,Rural
2923,467,Fuel,1892.8050771539722,20,Net Banking,Luxury Goods,Suburban
2924,303,Public Transport,584.2157395689278,12,UPI,Retail Store,Suburban
2925,420,Hotel Stay,752.8232497677302,9,Cash,Luxury Goods,Rural
2926,320,Dining,1635.9792666984117,11,Net Banking,Local Vendors,Urban
2927,7,Flights,59.372053878327826,17,Cash,Local Vendors,Suburban
